what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1344660975865
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1344660975866
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1344660975867
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1344660975867
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1344660975867
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1344660975868
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1344660975868
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1344660975868
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1344660975868
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1344660975869
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1344660975869
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1344660975869
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1344660975869
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1344660975870
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1344660975870
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1344660975870
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1344660975870
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1344660975871
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1344660975871
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1344660975872
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1344660975872
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1344660975872
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1344660975873
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1344660975873
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1344660975874
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1344660975874
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1344660975875
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1344660975875
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1344660975876
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1344660975876
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1344660975876
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1344660975876
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1344660975877
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1344660975877
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1344660975877
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1344660975877
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1344660975878
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1344660975878
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1344660975879
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1344660975879
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1344660975879
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1344660975879
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1344660975880
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1344660975880
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1344660975880
started,bundle,org.objectstyle.wolips.baseforplugins,3.7.20120625.26,"org.objectstyle.wolips.baseforplugins",1344660975880
started,bundle,org.objectstyle.wolips.baseforuiplugins,3.7.20120625.26,"org.objectstyle.wolips.baseforuiplugins",1344660975880
started,bundle,org.objectstyle.wolips.eomodeler,3.7.20120625.26,"org.objectstyle.wolips.eomodeler",1344660975880
started,bundle,org.objectstyle.wolips.eomodeler.core,3.7.20120625.26,"org.objectstyle.wolips.eomodeler.core",1344660975880
started,bundle,org.objectstyle.wolips.eomodeler.eclipse,3.7.20120625.26,"org.objectstyle.wolips.eomodeler.eclipse",1344660975881
started,bundle,org.objectstyle.wolips.jdt,3.7.20120625.26,"org.objectstyle.wolips.jdt",1344660975886
started,bundle,org.objectstyle.wolips.pbserver,3.7.20120625.26,"org.objectstyle.wolips.pbserver",1344660975886
started,bundle,org.objectstyle.wolips.preferences,3.7.20120625.26,"org.objectstyle.wolips.preferences",1344660975886
started,bundle,org.objectstyle.wolips.ui,3.7.20120625.26,"org.objectstyle.wolips.ui",1344660975886
started,bundle,org.objectstyle.wolips.variables,3.7.20120625.26,"org.objectstyle.wolips.variables",1344660975887
started,bundle,org.objectstyle.wolips.womodeler,3.7.20120625.26,"org.objectstyle.wolips.womodeler",1344660975887
started,bundle,org.objectstyle.wolips.woproject,3.7.20120625.26,"org.objectstyle.wolips.woproject",1344660975887
started,bundle,org.eclipse.dltk.core,3.0.1.v20110823,"org.eclipse.dltk.core",1344660975888
started,bundle,org.eclipse.dltk.launching,3.0.0.v20110423,"org.eclipse.dltk.launching",1344660975888
started,bundle,org.eclipse.dltk.ui,3.0.1.v20110823,"org.eclipse.dltk.ui",1344660975889
os,sysinfo,,,"macosx",1344660975894
arch,sysinfo,,,"x86",1344660975894
ws,sysinfo,,,"cocoa",1344660975894
locale,sysinfo,,,"en_US",1344660975894
processors,sysinfo,,,"8",1344660975894
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1344660975894
java.runtime.version,sysinfo,,,"1.6.0_33-b03-424-11M3720",1344660975894
java.specification.name,sysinfo,,,"Java Platform API Specification",1344660975894
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1344660975894
java.specification.version,sysinfo,,,"1.6",1344660975894
java.vendor,sysinfo,,,"Apple Inc.",1344660975894
java.version,sysinfo,,,"1.6.0_33",1344660975894
java.vm.info,sysinfo,,,"mixed mode",1344660975894
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1344660975894
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1344660975894
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1344660975894
java.vm.specification.version,sysinfo,,,"1.0",1344660975894
java.vm.vendor,sysinfo,,,"Apple Inc.",1344660975894
java.vm.version,sysinfo,,,"20.8-b03-424",1344660975894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344661019081
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1344661019090
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344661023497
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344661023513
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1344661023524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344661030250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344661033474
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1344661033523
started,bundle,org.eclipse.php.ui,3.1.1.201208100938,"org.eclipse.php.ui",1344661033528
error,log,,,"Unable to find view with id: org.zend.php.framework.ui.views.mvc, when creating perspective org.eclipse.php.perspective",1344661033529
started,bundle,org.eclipse.php.core,3.1.1.201208100938,"org.eclipse.php.core",1344661033594
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1344661033729
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1344661033806
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1344661033807
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1344661033900
started,bundle,org.eclipse.dltk.core.manipulation,3.0.0.v20110609-1525,"org.eclipse.dltk.core.manipulation",1344661033904
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1344661033927
opened,view,org.eclipse.php.ui,3.1.1.201208100938,"org.eclipse.php.ui.explorer",1344661033968
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1344661033996
activated,perspective,org.eclipse.php.ui,3.1.1.201208100938,"org.eclipse.php.perspective",1344661034017
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1344661034022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1344661034041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1344661034041
started,bundle,org.eclipse.dltk.core.index.sql,3.0.0.v20110423,"org.eclipse.dltk.core.index.sql",1344661034108
started,bundle,org.eclipse.dltk.core.index.sql.h2,3.0.0.v20110423,"org.eclipse.dltk.core.index.sql.h2",1344661034372
started,bundle,org.eclipse.php.server.core,3.1.1.201208100938,"org.eclipse.php.server.core",1344661039914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344661040176
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344661048341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344661052693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344661152614
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1344661152638
activated,view,org.eclipse.php.ui,3.1.1.201208100938,"org.eclipse.php.ui.explorer",1344661153748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344661160306
started,bundle,org.objectstyle.wolips,3.7.20120625.26,"org.objectstyle.wolips",1344661185013
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1344661185144
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1344661185151
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1344661185158
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1344661185210
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1344661185214
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1344661185219
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1344661185233
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1344661185260
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1344661185263
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1344661185278
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1344661185301
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1344661185434
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1344661185436
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1344661185494
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1344661186037
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1344661186038
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1344661189442
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1344661189449
error,log,,,"Plug-in org.eclipse.php.ui was unable to load class org.eclipse.wst.html.core.internal.validation.HTMLValidator.",1344661189453
error,log,,,"IWAE0100E Extension configuration error. An internal error has happened, the validator org.eclipse.php.ui has incorrectly configured the validation extension point.",1344661189453
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1344661189463
started,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1344661189468
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1344661189480
started,bundle,org.eclipse.dltk.validators.core,3.0.0.v20110423,"org.eclipse.dltk.validators.core",1344661189481
started,bundle,org.eclipse.dltk.validators.externalchecker,3.0.0.v20110423,"org.eclipse.dltk.validators.externalchecker",1344661189493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344661189500
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1344661189513
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1344661189517
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1344661189524
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1344661189645
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1344661189658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344661211277
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1344661318515
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1344661318535
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1344661318582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344661318595
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1344661318625
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1344661322370
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1344661322504
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1344661322519
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.core",1344661322537
started,bundle,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.ui",1344661322704
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1344661322920
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1344661322992
opened,editor,org.eclipse.php.ui,3.1.1.201208100938,"org.eclipse.php.editor",1344661323065
started,bundle,org.eclipse.php.debug.ui,3.1.1.201208100938,"org.eclipse.php.debug.ui",1344661323268
activated,editor,org.eclipse.php.ui,3.1.1.201208100938,"org.eclipse.php.editor",1344661323294
activated,view,org.eclipse.php.ui,3.1.1.201208100938,"org.eclipse.php.ui.explorer",1344661354115
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344661399558
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1344662066044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344662066185
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344662067190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344663251939
activated,view,org.eclipse.php.ui,3.1.1.201208100938,"org.eclipse.php.ui.explorer",1344663253938
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1344663254955
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1344663258707
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1344663258710
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1344663258734
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1344663258736
started,bundle,org.objectstyle.wolips.workbenchutilities,3.7.20120625.26,"org.objectstyle.wolips.workbenchutilities",1344663263195
started,bundle,org.eclipse.dltk.validators.ui,3.0.0.v20110423,"org.eclipse.dltk.validators.ui",1344663263209
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1344663263246
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1344663264361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344663264463
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1344663265505
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1344663265533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344663266485
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1344663266535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1344663266535
closed,editor,org.eclipse.php.ui,3.1.1.201208100938,"org.eclipse.php.editor",1344663266631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344663267939
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344663269251
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344663269357
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1344663269899
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1344663269901
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1344663269902
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1344663269904
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1344663269906
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1344663269906
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1344663269906
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1344663269906
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1344663269908
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1344663269910
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1344663269913
